Source,Target,combined_score,from_ALS,from_FTD
COX7B2,UQCRC1,0.797,YES,NO
COX7B2,NDUFB7,0.404,YES,NO
COX7B2,COX6A1,0.827,YES,NO
COX7B2,ATP5F1E,0.454,YES,NO
COX7B2,NDUFA2,0.515,YES,NO
COX7B2,NDUFA10,0.525,YES,NO
COX7B2,COX5B,0.959,YES,NO
COX7B2,NDUFB5,0.693,YES,NO
COX7B2,NDUFS3,0.441,YES,NO
COX7B2,UQCRC2,0.813,YES,NO
COX7B2,NDUFB10,0.519,YES,NO
COX7B2,NDUFS6,0.574,YES,NO
COX7B2,NDUFB9,0.665,YES,NO
COX7B2,NDUFC2,0.496,YES,NO
COX7B2,COX6A2,0.842,YES,NO
COX7B2,COX7A1,0.776,YES,NO
COX7B2,NDUFS4,0.507,YES,NO
COX7B2,NDUFB8,0.431,YES,NO
COX7B2,ATP5PD,0.603,YES,NO
COX7B2,UQCRFS1,0.822,YES,NO
COX7B2,CYCS,0.499,YES,NO
COX7B2,UQCRH,0.871,YES,NO
COX7B2,CYC1,0.785,YES,NO
COX7B2,COX5A,0.853,YES,NO
COX7B2,COX8A,0.728,YES,NO
COX7B2,NDUFV2,0.405,YES,NO
COX7B2,NDUFA12,0.604,YES,NO
COX7B2,UQCR10,0.907,YES,NO
COX7B2,NDUFA4,0.717,YES,NO
COX7B2,COX8C,0.759,YES,NO
COX7B2,MT-CO1,0.852,YES,NO
COX7B2,MT-CYB,0.796,YES,NO
COX7B2,MT-CO2,0.817,YES,NO
COX7B2,MT-CO3,0.805,YES,NO
COX7B2,NDUFS2,0.43,YES,NO
COX7B2,COX7A2,0.933,YES,NO
COX7B2,NDUFA1,0.579,YES,NO
COX7B2,NDUFS5,0.428,YES,NO
COX7B2,NDUFA8,0.458,YES,NO
COX7B2,COX4I2,0.85,YES,NO
COX7B2,COX7A2L,0.827,YES,NO
COX7B2,UQCRQ,0.943,YES,NO
COX7B2,NDUFB6,0.507,YES,NO
COX7B2,ATP5MC1,0.445,YES,NO
COX7B2,NDUFA4L2,0.71,YES,NO
COX7B2,NDUFA13,0.441,YES,NO
COX7B2,NDUFAB1,0.474,YES,NO
COX7B2,NDUFA11,0.499,YES,NO
COX7B2,NDUFB1,0.521,YES,NO
COX7B2,NDUFA5,0.534,YES,NO
COX7B2,NDUFB3,0.56,YES,NO
COX7B2,NDUFA3,0.563,YES,NO
COX7B2,NDUFA6,0.57,YES,NO
COX7B2,NDUFC1,0.644,YES,NO
COX7B2,COX6B2,0.838,YES,NO
COX7B2,UQCR11,0.854,YES,NO
COX7B2,UQCRHL,0.856,YES,NO
COX7B2,UQCRB,0.893,YES,NO
COX7B2,COX7B,0.901,YES,NO
COX7B2,COX7C,0.906,YES,NO
COX7B2,COX6B1,0.916,YES,NO
COX7B2,COX4I1,0.947,YES,NO
COX7B2,COX6C,0.951,YES,NO
COX7C,NDUFB4,0.984,YES,NO
COX7C,UQCRC1,0.994,YES,NO
COX7C,ATP5F1D,0.9,YES,NO
COX7C,NDUFB7,0.977,YES,NO
COX7C,COX6A1,0.999,YES,NO
COX7C,NDUFS7,0.922,YES,NO
COX7C,ATP5F1E,0.915,YES,NO
COX7C,NDUFA2,0.992,YES,NO
COX7C,NDUFA10,0.906,YES,NO
COX7C,COX5B,0.999,YES,NO
COX7C,NDUFB5,0.975,YES,NO
COX7C,PSMA6,0.421,YES,NO
COX7C,ATP5F1B,0.637,YES,NO
COX7C,NDUFS3,0.948,YES,NO
COX7C,SDHA,0.467,YES,NO
COX7C,NDUFA9,0.946,YES,NO
COX7C,UQCRC2,0.999,YES,NO
COX7C,NDUFB10,0.967,YES,NO
COX7C,SOD1,0.421,YES,NO
COX7C,NDUFS6,0.989,YES,NO
COX7C,NDUFB9,0.985,YES,NO
COX7C,NDUFC2,0.962,YES,NO
COX7C,ATP5MC3,0.598,YES,NO
COX7C,COX6A2,0.999,YES,NO
COX7C,ATP5PO,0.926,YES,NO
COX7C,COX7A1,0.994,YES,NO
COX7C,NDUFS4,0.993,YES,NO
COX7C,NDUFB8,0.977,YES,NO
COX7C,NDUFA7,0.979,YES,NO
COX7C,ATP5PD,0.962,YES,NO
COX7C,UQCRFS1,0.999,YES,NO
COX7C,CYCS,0.849,YES,NO
COX7C,UQCRH,0.997,YES,NO
COX7C,NDUFS8,0.945,YES,NO
COX7C,CYC1,0.997,YES,NO
COX7C,COX5A,0.999,YES,NO
COX7C,COX8A,0.997,YES,NO
COX7C,NDUFV2,0.967,YES,NO
COX7C,NDUFA12,0.977,YES,NO
COX7C,UQCR10,0.999,YES,NO
COX7C,NDUFA4,0.999,YES,NO
COX7C,COX8C,0.729,YES,NO
COX7C,NDUFV3,0.946,YES,NO
COX7C,ATP5F1C,0.882,YES,NO
COX7C,MT-CO1,0.999,YES,NO
COX7C,MT-CYB,0.982,YES,NO
COX7C,MT-ND6,0.851,YES,NO
COX7C,MT-ND1,0.879,YES,NO
COX7C,MT-ND4L,0.852,YES,NO
COX7C,MT-ND5,0.954,YES,NO
COX7C,MT-CO2,0.999,YES,NO
COX7C,MT-ND4,0.86,YES,NO
COX7C,MT-CO3,0.999,YES,NO
COX7C,MT-ND2,0.866,YES,NO
COX7C,MT-ND3,0.871,YES,NO
COX7C,SDHC,0.67,YES,NO
COX7C,NDUFS2,0.943,YES,NO
COX7C,ATP5PB,0.87,YES,NO
COX7C,COX7A2,0.997,YES,NO
COX7C,NDUFA1,0.99,YES,NO
COX7C,NDUFS5,0.98,YES,NO
COX7C,NDUFA8,0.947,YES,NO
COX7C,SDHB,0.704,YES,NO
COX7C,SDHD,0.619,YES,NO
COX7C,COX4I2,0.991,YES,NO
COX7C,COX7A2L,0.977,YES,NO
COX7C,UQCRQ,0.999,YES,NO
COX7C,NDUFB6,0.974,YES,NO
COX7C,ATP5MC1,0.599,YES,NO
COX7C,NDUFA4L2,0.841,YES,NO
COX7C,VDAC1,0.417,YES,NO
COX7C,COX7B2,0.906,YES,NO
COX7C,ATP5F1A,0.639,YES,NO
COX7C,NDUFA11,0.954,YES,NO
COX7C,ATP5PF,0.975,YES,NO
COX7C,NDUFS1,0.905,YES,NO
COX7C,NDUFB3,0.98,YES,NO
COX7C,NDUFA5,0.989,YES,NO
COX7C,NDUFA3,0.961,YES,NO
COX7C,NDUFB2,0.944,YES,NO
COX7C,NDUFA13,0.961,YES,NO
COX7C,DDIT3,0.546,YES,NO
COX7C,ATP5MC2,0.606,YES,NO
COX7C,NDUFV1,0.927,YES,NO
COX7C,NDUFAB1,0.928,YES,NO
COX7C,NDUFB1,0.953,YES,NO
COX7C,NDUFC1,0.97,YES,NO
COX7C,UQCRHL,0.972,YES,NO
COX7C,COX6B2,0.986,YES,NO
COX7C,NDUFA6,0.988,YES,NO
COX7C,UQCR11,0.995,YES,NO
COX7C,COX6B1,0.999,YES,NO
COX7C,COX4I1,0.999,YES,NO
COX7C,COX6C,0.999,YES,NO
COX7C,UQCRB,0.999,YES,NO
COX7C,COX7B,0.999,YES,NO
COX8A,NDUFB4,0.428,YES,NO
COX8A,UQCRC1,0.816,YES,NO
COX8A,ATP5F1D,0.621,YES,NO
COX8A,NDUFB7,0.757,YES,NO
COX8A,COX6A1,0.998,YES,NO
COX8A,NDUFS7,0.558,YES,NO
COX8A,ATP5F1E,0.521,YES,NO
COX8A,NDUFA2,0.582,YES,NO
COX8A,NDUFA10,0.445,YES,NO
COX8A,COX5B,0.999,YES,NO
COX8A,NDUFB5,0.466,YES,NO
COX8A,ATP5F1B,0.572,YES,NO
COX8A,NDUFS3,0.516,YES,NO
COX8A,SDHA,0.502,YES,NO
COX8A,UQCRC2,0.784,YES,NO
COX8A,NDUFB10,0.488,YES,NO
COX8A,NDUFS6,0.482,YES,NO
COX8A,NDUFB9,0.607,YES,NO
COX8A,NDUFC2,0.465,YES,NO
COX8A,ATP5MC3,0.402,YES,NO
COX8A,COX6A2,0.905,YES,NO
COX8A,ATP5PO,0.461,YES,NO
COX8A,COX7A1,0.757,YES,NO
COX8A,NDUFB8,0.825,YES,NO
COX8A,NDUFA7,0.528,YES,NO
COX8A,ATP5PD,0.545,YES,NO
COX8A,UQCRFS1,0.779,YES,NO
COX8A,CYCS,0.72,YES,NO
COX8A,UQCRH,0.841,YES,NO
COX8A,NDUFS8,0.741,YES,NO
COX8A,CYC1,0.757,YES,NO
COX8A,COX5A,0.996,YES,NO
COX8A,ATP5PB,0.406,YES,NO
COX8A,NDUFS2,0.41,YES,NO
COX8A,SDHB,0.451,YES,NO
COX8A,ATP5F1A,0.468,YES,NO
COX8A,SDHC,0.505,YES,NO
COX8A,NDUFC1,0.511,YES,NO
COX8A,ATP5MC2,0.511,YES,NO
COX8A,NDUFB6,0.511,YES,NO
COX8A,NDUFV1,0.519,YES,NO
COX8A,MT-ATP6,0.52,YES,NO
COX8A,NDUFS5,0.526,YES,NO
COX8A,ATP5PF,0.535,YES,NO
COX8A,NDUFA13,0.574,YES,NO
COX8A,NDUFA6,0.581,YES,NO
COX8A,NDUFA8,0.612,YES,NO
COX8A,NDUFA12,0.636,YES,NO
COX8A,NDUFB3,0.641,YES,NO
COX8A,ATP5MC1,0.641,YES,NO
COX8A,NDUFA3,0.645,YES,NO
COX8A,MT-CYB,0.646,YES,NO
COX8A,NDUFA1,0.66,YES,NO
COX8A,COX6B2,0.66,YES,NO
COX8A,NDUFAB1,0.661,YES,NO
COX8A,UQCRHL,0.673,YES,NO
COX8A,NDUFA11,0.682,YES,NO
COX8A,NDUFB2,0.7,YES,NO
COX8A,UQCRB,0.712,YES,NO
COX8A,NDUFA4L2,0.717,YES,NO
COX8A,COX7B2,0.728,YES,NO
COX8A,UQCR10,0.796,YES,NO
COX8A,UQCRQ,0.824,YES,NO
COX8A,UQCR11,0.837,YES,NO
COX8A,COX4I2,0.885,YES,NO
COX8A,COX7A2L,0.912,YES,NO
COX8A,COX8C,0.959,YES,NO
COX8A,MT-CO3,0.978,YES,NO
COX8A,MT-CO2,0.982,YES,NO
COX8A,COX7A2,0.988,YES,NO
COX8A,NDUFA4,0.989,YES,NO
COX8A,MT-CO1,0.99,YES,NO
COX8A,COX4I1,0.996,YES,NO
COX8A,COX7B,0.997,YES,NO
COX8A,COX7C,0.997,YES,NO
COX8A,COX6C,0.998,YES,NO
COX8A,COX6B1,0.998,YES,NO
COX8C,UQCRC1,0.627,YES,NO
COX8C,COX6A1,0.734,YES,NO
COX8C,COX5B,0.641,YES,NO
COX8C,UQCRC2,0.569,YES,NO
COX8C,COX6A2,0.751,YES,NO
COX8C,COX7A1,0.612,YES,NO
COX8C,UQCRFS1,0.618,YES,NO
COX8C,UQCRH,0.605,YES,NO
COX8C,CYC1,0.54,YES,NO
COX8C,COX5A,0.671,YES,NO
COX8C,COX8A,0.959,YES,NO
COX8C,UQCR10,0.54,YES,NO
COX8C,NDUFA4,0.631,YES,NO
COX8C,UQCRHL,0.54,YES,NO
COX8C,MT-CYB,0.56,YES,NO
COX8C,UQCRB,0.586,YES,NO
COX8C,COX7A2L,0.587,YES,NO
COX8C,UQCRQ,0.601,YES,NO
COX8C,NDUFA4L2,0.604,YES,NO
COX8C,UQCR11,0.626,YES,NO
COX8C,MT-CO1,0.658,YES,NO
COX8C,COX6B2,0.681,YES,NO
COX8C,COX7B,0.684,YES,NO
COX8C,MT-CO3,0.714,YES,NO
COX8C,COX6C,0.719,YES,NO
COX8C,MT-CO2,0.723,YES,NO
COX8C,COX6B1,0.727,YES,NO
COX8C,COX7C,0.729,YES,NO
COX8C,COX7B2,0.759,YES,NO
COX8C,COX4I1,0.788,YES,NO
COX8C,COX4I2,0.82,YES,NO
COX8C,COX7A2,0.833,YES,NO
CYC1,NDUFB4,0.928,YES,NO
CYC1,UQCRC1,0.999,YES,NO
CYC1,ATP5F1D,0.991,YES,NO
CYC1,NDUFB7,0.996,YES,NO
CYC1,COX6A1,0.985,YES,NO
CYC1,NDUFS7,0.998,YES,NO
CYC1,ATP5F1E,0.619,YES,NO
CYC1,NDUFA2,0.994,YES,NO
CYC1,NDUFA10,0.98,YES,NO
CYC1,COX5B,0.999,YES,NO
CYC1,NDUFB5,0.939,YES,NO
CYC1,ATP5F1B,0.976,YES,NO
CYC1,NDUFS3,0.999,YES,NO
CYC1,SDHA,0.966,YES,NO
CYC1,NDUFA9,0.998,YES,NO
CYC1,UQCRC2,0.999,YES,NO
CYC1,NDUFB10,0.995,YES,NO
CYC1,PSMB6,0.435,YES,NO
CYC1,NDUFS6,0.998,YES,NO
CYC1,NDUFB9,0.997,YES,NO
CYC1,SIGMAR1,0.461,YES,NO
CYC1,NDUFC2,0.943,YES,NO
CYC1,ATP5MC3,0.841,YES,NO
CYC1,COX6A2,0.996,YES,NO
CYC1,ATP5PO,0.921,YES,NO
CYC1,COX7A1,0.983,YES,NO
CYC1,NDUFS4,0.999,YES,NO
CYC1,NDUFB8,0.994,YES,NO
CYC1,NDUFA7,0.936,YES,NO
CYC1,ATP5PD,0.77,YES,NO
CYC1,UQCRFS1,0.999,YES,NO
CYC1,CYCS,0.999,YES,NO
CYC1,UQCRH,0.999,YES,NO
CYC1,NDUFS8,0.999,YES,NO
CYC1,DDIT3,0.416,YES,NO
CYC1,ATP5PF,0.487,YES,NO
CYC1,MT-ATP6,0.517,YES,NO
CYC1,COX8C,0.54,YES,NO
CYC1,NDUFA4L2,0.625,YES,NO
CYC1,APAF1,0.68,YES,NO
CYC1,ATP5MC2,0.705,YES,NO
CYC1,COX7A2,0.722,YES,NO
CYC1,COX8A,0.757,YES,NO
CYC1,COX7B2,0.785,YES,NO
CYC1,NDUFA4,0.789,YES,NO
CYC1,NDUFB2,0.814,YES,NO
CYC1,VDAC1,0.861,YES,NO
CYC1,NDUFC1,0.864,YES,NO
CYC1,NDUFA1,0.873,YES,NO
CYC1,SDHD,0.878,YES,NO
CYC1,NDUFV3,0.878,YES,NO
CYC1,TOMM40,0.892,YES,NO
CYC1,NDUFA3,0.901,YES,NO
CYC1,NDUFB1,0.903,YES,NO
CYC1,COX7A2L,0.911,YES,NO
CYC1,ATP5PB,0.914,YES,NO
CYC1,MT-ND6,0.918,YES,NO
CYC1,SDHC,0.923,YES,NO
CYC1,NDUFB3,0.93,YES,NO
CYC1,NDUFS5,0.933,YES,NO
CYC1,COX6B2,0.944,YES,NO
CYC1,ATP5MC1,0.947,YES,NO
CYC1,NDUFA11,0.96,YES,NO
CYC1,COX6C,0.962,YES,NO
CYC1,MT-ND4L,0.969,YES,NO
CYC1,ATP5F1C,0.97,YES,NO
CYC1,NDUFB6,0.973,YES,NO
CYC1,COX7B,0.973,YES,NO
CYC1,SDHB,0.975,YES,NO
CYC1,NDUFAB1,0.985,YES,NO
CYC1,UQCRHL,0.987,YES,NO
CYC1,MT-ND2,0.989,YES,NO
CYC1,MT-ND5,0.99,YES,NO
CYC1,ATP5F1A,0.991,YES,NO
CYC1,COX4I2,0.993,YES,NO
CYC1,COX6B1,0.994,YES,NO
CYC1,NDUFA13,0.994,YES,NO
CYC1,MT-ND1,0.995,YES,NO
CYC1,MT-ND3,0.995,YES,NO
CYC1,NDUFA6,0.996,YES,NO
CYC1,MT-ND4,0.996,YES,NO
CYC1,COX7C,0.997,YES,NO
CYC1,NDUFA5,0.997,YES,NO
CYC1,NDUFA8,0.998,YES,NO
CYC1,MT-CO2,0.998,YES,NO
CYC1,NDUFA12,0.998,YES,NO
CYC1,UQCR11,0.999,YES,NO
CYC1,UQCR10,0.999,YES,NO
CYC1,NDUFS2,0.999,YES,NO
CYC1,MT-CO3,0.999,YES,NO
CYC1,NDUFV1,0.999,YES,NO
CYC1,COX4I1,0.999,YES,NO
CYC1,UQCRB,0.999,YES,NO
CYC1,MT-CO1,0.999,YES,NO
CYC1,UQCRQ,0.999,YES,NO
CYC1,COX5A,0.999,YES,NO
CYC1,NDUFS1,0.999,YES,NO
CYC1,NDUFV2,0.999,YES,NO
CYC1,MT-CYB,0.999,YES,NO
CYCS,GABARAPL2,0.553,YES,NO
CYCS,TNFRSF1A,0.622,YES,NO
CYCS,UQCRC1,0.925,YES,NO
CYCS,MAPK13,0.425,YES,NO
CYCS,ATP5F1D,0.57,YES,NO
CYCS,MAPK12,0.425,YES,NO
CYCS,XBP1,0.537,YES,NO
CYCS,PSMA2,0.538,YES,NO
CYCS,COX6A1,0.913,YES,NO
CYCS,MAPK14,0.485,YES,NO
CYCS,NDUFS7,0.514,YES,NO
CYCS,TARDBP,0.407,YES,NO
CYCS,CAT,0.445,YES,NO
CYCS,TRAF2,0.418,YES,NO
CYCS,NDUFA2,0.583,YES,NO
CYCS,NDUFA10,0.441,YES,NO
CYCS,EIF2S1,0.521,YES,NO
CYCS,COX5B,0.993,YES,NO
CYCS,NDUFB5,0.644,YES,NO
CYCS,ATP5F1B,0.606,YES,NO
CYCS,PIK3C3,0.446,YES,NO
CYCS,NDUFS3,0.671,YES,NO
CYCS,SDHA,0.93,YES,NO
CYCS,NDUFA9,0.664,YES,NO
CYCS,UQCRC2,0.954,YES,NO
CYCS,TP53,0.911,YES,NO
CYCS,SOD1,0.675,YES,NO
CYCS,NDUFS6,0.611,YES,NO
CYCS,NDUFB9,0.512,YES,NO
CYCS,ATP5MC3,0.612,YES,NO
CYCS,COX6A2,0.779,YES,NO
CYCS,ATP5PO,0.593,YES,NO
CYCS,COX7A1,0.696,YES,NO
CYCS,BAX,0.993,YES,NO
CYCS,NDUFS4,0.655,YES,NO
CYCS,NDUFB8,0.721,YES,NO
CYCS,ATP5PD,0.612,YES,NO
CYCS,UQCRFS1,0.999,YES,NO
CYCS,GABARAP,0.463,YES,NO
CYCS,EIF2AK3,0.604,YES,NO
CYCS,MT-ND6,0.418,YES,NO
CYCS,ULK1,0.425,YES,NO
CYCS,PSMD2,0.427,YES,NO
CYCS,MAPK11,0.433,YES,NO
CYCS,ATF4,0.453,YES,NO
CYCS,BECN2,0.455,YES,NO
CYCS,ANXA7,0.456,YES,NO
CYCS,NDUFA13,0.463,YES,NO
CYCS,NOS2,0.47,YES,NO
CYCS,ATP5PF,0.472,YES,NO
CYCS,NDUFB6,0.478,YES,NO
CYCS,MT-ND2,0.482,YES,NO
CYCS,COX7A2,0.482,YES,NO
CYCS,ATP5PB,0.486,YES,NO
CYCS,VCP,0.488,YES,NO
CYCS,COX7B2,0.499,YES,NO
CYCS,NDUFA6,0.5,YES,NO
CYCS,MT-ND5,0.501,YES,NO
CYCS,ATP5MC2,0.505,YES,NO
CYCS,MT-ND4,0.507,YES,NO
CYCS,BAD,0.51,YES,NO
CYCS,SQSTM1,0.518,YES,NO
CYCS,NDUFA11,0.522,YES,NO
CYCS,ACTG1,0.533,YES,NO
CYCS,NDUFB1,0.539,YES,NO
CYCS,COX7A2L,0.546,YES,NO
CYCS,GABARAPL1,0.55,YES,NO
CYCS,NDUFAB1,0.559,YES,NO
CYCS,MT-ND3,0.563,YES,NO
CYCS,NOS1,0.563,YES,NO
CYCS,TOMM40,0.564,YES,NO
CYCS,MT-ND1,0.565,YES,NO
CYCS,NDUFV1,0.591,YES,NO
CYCS,ATP5MC1,0.605,YES,NO
CYCS,ATF6,0.614,YES,NO
CYCS,MT-ATP6,0.616,YES,NO
CYCS,NDUFA8,0.616,YES,NO
CYCS,MCU,0.619,YES,NO
CYCS,DDIT3,0.628,YES,NO
CYCS,ATP5F1A,0.635,YES,NO
CYCS,MAP3K5,0.637,YES,NO
CYCS,MTOR,0.643,YES,NO
CYCS,ATP5F1C,0.668,YES,NO
CYCS,PRKN,0.678,YES,NO
CYCS,PSMD14,0.683,YES,NO
CYCS,BID,0.685,YES,NO
CYCS,ERN1,0.717,YES,NO
CYCS,COX8A,0.72,YES,NO
CYCS,GPX2,0.737,YES,NO
CYCS,GPX3,0.737,YES,NO
CYCS,GPX5,0.738,YES,NO
CYCS,GPX6,0.738,YES,NO
CYCS,HSPA5,0.738,YES,NO
CYCS,COX6B2,0.744,YES,NO
CYCS,UQCR11,0.755,YES,NO
CYCS,NDUFA12,0.758,YES,NO
CYCS,GPX8,0.763,YES,NO
CYCS,GPX7,0.763,YES,NO
CYCS,BECN1,0.778,YES,NO
CYCS,NDUFV2,0.779,YES,NO
CYCS,NDUFS2,0.779,YES,NO
CYCS,CASP1,0.78,YES,NO
CYCS,NDUFS1,0.782,YES,NO
CYCS,UQCRHL,0.789,YES,NO
CYCS,NDUFA4,0.791,YES,NO
CYCS,PINK1,0.8,YES,NO
CYCS,TNF,0.81,YES,NO
CYCS,NDUFS8,0.837,YES,NO
CYCS,NDUFA5,0.842,YES,NO
CYCS,COX7C,0.849,YES,NO
CYCS,COX7B,0.858,YES,NO
CYCS,ACTB,0.871,YES,NO
CYCS,SDHD,0.904,YES,NO
CYCS,SDHB,0.908,YES,NO
CYCS,COX6C,0.926,YES,NO
CYCS,COX6B1,0.941,YES,NO
CYCS,UQCRH,0.942,YES,NO
CYCS,UQCRQ,0.946,YES,NO
CYCS,SDHC,0.946,YES,NO
CYCS,COX5A,0.952,YES,NO
CYCS,COX4I2,0.955,YES,NO
CYCS,UQCR10,0.965,YES,NO
CYCS,COX4I1,0.966,YES,NO
CYCS,ITPR3,0.979,YES,NO
CYCS,MT-CO3,0.987,YES,NO
CYCS,UQCRB,0.99,YES,NO
CYCS,MT-CO2,0.993,YES,NO
CYCS,MT-CO1,0.996,YES,NO
CYCS,VDAC1,0.996,YES,NO
CYCS,BCL2,0.997,YES,NO
CYCS,CASP3,0.997,YES,NO
CYCS,BCL2L1,0.998,YES,NO
CYCS,MT-CYB,0.998,YES,NO
CYCS,CYC1,0.999,YES,NO
CYCS,APAF1,0.999,YES,NO
CYCS,CASP9,0.999,YES,NO
DAXX,TNFRSF1A,0.944,YES,NO
DAXX,TRAF2,0.543,YES,NO
DAXX,SQSTM1,0.41,YES,NO
DAXX,BCL2L1,0.509,YES,NO
DAXX,RANBP2,0.527,YES,NO
DAXX,BCL2,0.558,YES,NO
DAXX,NOS1,0.575,YES,NO
DAXX,SOD1,0.613,YES,NO
DAXX,TNFRSF1B,0.903,YES,NO
DAXX,TP53,0.999,YES,NO
DAXX,MAP3K5,0.999,YES,NO
DCTN1,XBP1,0.769,YES,NO
DCTN1,DCTN6,0.999,YES,NO
DCTN1,SETX,0.785,YES,NO
DCTN1,PFN1,0.61,YES,NO
DCTN1,FIG4,0.775,YES,NO
DCTN1,TARDBP,0.791,YES,NO
DCTN1,NUP85,0.499,YES,NO
DCTN1,TUBA4A,0.6,YES,NO
DCTN1,FUS,0.746,YES,NO
DCTN1,ACTR10,0.999,YES,NO
DCTN1,DCTN3,0.999,YES,NO
DCTN1,KLC4,0.761,YES,NO
DCTN1,SPG11,0.595,YES,NO
DCTN1,CHMP2B,0.654,YES,NO
DCTN1,ALS2,0.794,YES,NO
DCTN1,SOD1,0.855,YES,NO
DCTN1,RAB5A,0.406,YES,NO
DCTN1,SIGMAR1,0.491,YES,NO
DCTN1,RANBP2,0.673,YES,NO
DCTN1,ACTR1B,0.997,YES,NO
DCTN1,DCTN5,0.999,YES,NO
DCTN1,RAB8A,0.796,YES,NO
DCTN1,KIF5B,0.862,YES,NO
DCTN1,EIF2AK3,0.545,YES,NO
DCTN1,NEFH,0.712,YES,NO
DCTN1,TUBA3D,0.455,YES,NO
DCTN1,TBK1,0.456,YES,NO
DCTN1,HAP1,0.997,YES,NO
DCTN1,HNRNPA1,0.636,YES,NO
DCTN1,UBQLN2,0.684,YES,NO
DCTN1,VCP,0.899,YES,NO
DCTN1,MATR3-2,0.609,YES,NO
DCTN1,PSMD14,0.421,YES,NO
DCTN1,DNAI1,0.426,YES,NO
DCTN1,TNF,0.435,YES,NO
DCTN1,ACTG1,0.442,YES,NO
DCTN1,GABARAPL1,0.532,YES,NO
DCTN1,TPR,0.579,YES,NO
DCTN1,ATXN2,0.592,YES,NO
DCTN1,DNAI2,0.636,YES,NO
DCTN1,KIF5C,0.685,YES,NO
DCTN1,C9orf72,0.687,YES,NO
DCTN1,KLC3,0.743,YES,NO
DCTN1,HDAC6,0.768,YES,NO
DCTN1,KLC2,0.768,YES,NO
DCTN1,SQSTM1,0.776,YES,NO
DCTN1,VAPB,0.799,YES,NO
DCTN1,KLC1,0.82,YES,NO
DCTN1,OPTN,0.854,YES,NO
DCTN1,KIF5A,0.868,YES,NO
DCTN1,ACTB,0.971,YES,NO
DCTN1,DCTN2,0.999,YES,NO
DCTN1,ACTR1A,0.999,YES,NO
DCTN1,DCTN4,0.999,YES,NO
DCTN2,DCTN6,0.999,YES,NO
DCTN2,NUP85,0.496,YES,NO
DCTN2,ACTR10,0.999,YES,NO
DCTN2,DCTN3,0.999,YES,NO
DCTN2,KLC4,0.716,YES,NO
DCTN2,SOD1,0.745,YES,NO
DCTN2,ACTR1B,0.998,YES,NO
DCTN2,DCTN5,0.999,YES,NO
DCTN2,RAB8A,0.696,YES,NO
DCTN2,KIF5B,0.7,YES,NO
DCTN2,UQCRH,0.433,YES,NO
DCTN2,HAP1,0.821,YES,NO
DCTN2,TUBB4B,0.575,YES,NO
DCTN2,DCTN1,0.999,YES,NO
DCTN2,NDUFS2,0.458,YES,NO
DCTN2,PSMD4,0.42,YES,NO
DCTN2,ACTR1A,0.999,YES,NO
DCTN2,OPTN,0.535,YES,NO
DCTN2,SQSTM1,0.476,YES,NO
DCTN2,KLC3,0.679,YES,NO
DCTN2,KLC2,0.705,YES,NO
DCTN2,DNAI2,0.428,YES,NO
DCTN2,NEFL,0.406,YES,NO
DCTN2,DNAH10,0.436,YES,NO
DCTN2,PSMC3,0.451,YES,NO
DCTN2,ACTG1,0.58,YES,NO
DCTN2,KLC1,0.718,YES,NO
DCTN2,KIF5A,0.721,YES,NO
DCTN2,ACTB,0.95,YES,NO
DCTN2,DCTN4,0.999,YES,NO
DCTN3,DCTN6,0.999,YES,NO
DCTN3,ACTR10,0.996,YES,NO
DCTN3,UQCRH,0.415,YES,NO
DCTN3,OPTN,0.503,YES,NO
DCTN3,KLC3,0.507,YES,NO
DCTN3,RAB8A,0.507,YES,NO
DCTN3,KLC4,0.521,YES,NO
DCTN3,KLC2,0.523,YES,NO
DCTN3,KLC1,0.523,YES,NO
DCTN3,KIF5B,0.529,YES,NO
DCTN3,KIF5A,0.559,YES,NO
DCTN3,SOD1,0.66,YES,NO
DCTN3,HAP1,0.809,YES,NO
DCTN3,ACTB,0.896,YES,NO
DCTN3,ACTR1B,0.992,YES,NO
DCTN3,DCTN4,0.996,YES,NO
DCTN3,DCTN5,0.997,YES,NO
DCTN3,ACTR1A,0.998,YES,NO
DCTN3,DCTN2,0.999,YES,NO
DCTN3,DCTN1,0.999,YES,NO
DCTN4,DCTN6,0.999,YES,NO
DCTN4,ACTR10,0.999,YES,NO
DCTN4,DCTN3,0.996,YES,NO
DCTN4,KLC4,0.504,YES,NO
DCTN4,SOD1,0.661,YES,NO
DCTN4,RAB5A,0.532,YES,NO
DCTN4,ACTR1B,0.998,YES,NO
DCTN4,DCTN5,0.999,YES,NO
DCTN4,KIF5B,0.658,YES,NO
DCTN4,HAP1,0.8,YES,NO
DCTN4,DCTN1,0.999,YES,NO
DCTN4,ACTR1A,0.999,YES,NO
DCTN4,KLC3,0.564,YES,NO
DCTN4,KLC2,0.528,YES,NO
DCTN4,DCTN2,0.999,YES,NO
DCTN4,KIF5A,0.587,YES,NO
DCTN4,KLC1,0.516,YES,NO
DCTN4,ACTG1,0.559,YES,NO
DCTN4,ACTB,0.945,YES,NO
DCTN5,DCTN6,0.999,YES,NO
DCTN5,ACTR10,0.999,YES,NO
DCTN5,DCTN3,0.997,YES,NO
DCTN5,KLC4,0.504,YES,NO
DCTN5,SOD1,0.656,YES,NO
DCTN5,ACTR1B,0.993,YES,NO
DCTN5,ACTG1,0.433,YES,NO
